image,ground_truth,bbox,predicted_class,confidence
242.jpg,scooter,"{'xmin': 688, 'ymin': 638, 'xmax': 894, 'ymax': 1047, 'class': 'scooter', 'class_id': 6}",,
242.jpg,bus,"{'xmin': 1355, 'ymin': 342, 'xmax': 1665, 'ymax': 617, 'class': 'bus', 'class_id': 2}",,
242.jpg,bus,"{'xmin': 880, 'ymin': 363, 'xmax': 1199, 'ymax': 650, 'class': 'bus', 'class_id': 2}",,
2420.jpg,scooter,"{'xmin': 865, 'ymin': 585, 'xmax': 914, 'ymax': 651, 'class': 'scooter', 'class_id': 6}",,
2420.jpg,truck,"{'xmin': 1145, 'ymin': 517, 'xmax': 1366, 'ymax': 703, 'class': 'truck', 'class_id': 1}",,
2421.jpg,car,"{'xmin': 432, 'ymin': 620, 'xmax': 1085, 'ymax': 1080, 'class': 'car', 'class_id': 0}",,
2421.jpg,scooter,"{'xmin': 1407, 'ymin': 607, 'xmax': 1602, 'ymax': 731, 'class': 'scooter', 'class_id': 6}",,
2421.jpg,motorcycle,"{'xmin': 1211, 'ymin': 611, 'xmax': 1310, 'ymax': 760, 'class': 'motorcycle', 'class_id': 4}",,
2421.jpg,motorcycle,"{'xmin': 243, 'ymin': 656, 'xmax': 454, 'ymax': 940, 'class': 'motorcycle', 'class_id': 4}",,
2421.jpg,motorcycle,"{'xmin': 1347, 'ymin': 594, 'xmax': 1491, 'ymax': 703, 'class': 'motorcycle', 'class_id': 4}",,
2421.jpg,car,"{'xmin': 759, 'ymin': 532, 'xmax': 995, 'ymax': 629, 'class': 'car', 'class_id': 0}",,
2421.jpg,motorcycle,"{'xmin': 1058, 'ymin': 586, 'xmax': 1157, 'ymax': 735, 'class': 'motorcycle', 'class_id': 4}",,
2422.jpg,autorickshaw,"{'xmin': 462, 'ymin': 507, 'xmax': 819, 'ymax': 850, 'class': 'autorickshaw', 'class_id': 5}",,
2422.jpg,car,"{'xmin': 921, 'ymin': 557, 'xmax': 1050, 'ymax': 685, 'class': 'car', 'class_id': 0}",,
2424.jpg,scooter,"{'xmin': 637, 'ymin': 695, 'xmax': 800, 'ymax': 928, 'class': 'scooter', 'class_id': 6}",,
2424.jpg,motorcycle,"{'xmin': 775, 'ymin': 673, 'xmax': 872, 'ymax': 848, 'class': 'motorcycle', 'class_id': 4}",,
2424.jpg,scooter,"{'xmin': 1395, 'ymin': 707, 'xmax': 1517, 'ymax': 917, 'class': 'scooter', 'class_id': 6}",,
2425.jpg,motorcycle,"{'xmin': 801, 'ymin': 760, 'xmax': 1017, 'ymax': 1070, 'class': 'motorcycle', 'class_id': 4}",,
2425.jpg,car,"{'xmin': 784, 'ymin': 628, 'xmax': 997, 'ymax': 811, 'class': 'car', 'class_id': 0}",,
2425.jpg,motorcycle,"{'xmin': 975, 'ymin': 671, 'xmax': 1113, 'ymax': 893, 'class': 'motorcycle', 'class_id': 4}",,
2425.jpg,motorcycle,"{'xmin': 1131, 'ymin': 651, 'xmax': 1209, 'ymax': 773, 'class': 'motorcycle', 'class_id': 4}",,
2425.jpg,motorcycle,"{'xmin': 1, 'ymin': 887, 'xmax': 349, 'ymax': 1080, 'class': 'motorcycle', 'class_id': 4}",,
2425.jpg,bus,"{'xmin': 1630, 'ymin': 385, 'xmax': 1919, 'ymax': 848, 'class': 'bus', 'class_id': 2}",,
2426.jpg,car,"{'xmin': 1178, 'ymin': 613, 'xmax': 1277, 'ymax': 693, 'class': 'car', 'class_id': 0}",,
2426.jpg,car,"{'xmin': 955, 'ymin': 618, 'xmax': 1034, 'ymax': 694, 'class': 'car', 'class_id': 0}",,
2426.jpg,car,"{'xmin': 79, 'ymin': 645, 'xmax': 474, 'ymax': 836, 'class': 'car', 'class_id': 0}",,
2426.jpg,car,"{'xmin': 0, 'ymin': 648, 'xmax': 277, 'ymax': 995, 'class': 'car', 'class_id': 0}",,
2428.jpg,car,"{'xmin': 701, 'ymin': 550, 'xmax': 911, 'ymax': 742, 'class': 'car', 'class_id': 0}",,
2428.jpg,autorickshaw,"{'xmin': 0, 'ymin': 532, 'xmax': 234, 'ymax': 1058, 'class': 'autorickshaw', 'class_id': 5}",,
2429.jpg,car,"{'xmin': 745, 'ymin': 475, 'xmax': 942, 'ymax': 658, 'class': 'car', 'class_id': 0}",,
2429.jpg,mini-bus,"{'xmin': 856, 'ymin': 395, 'xmax': 1000, 'ymax': 568, 'class': 'mini-bus', 'class_id': 3}",,
243.jpg,car,"{'xmin': 1, 'ymin': 636, 'xmax': 352, 'ymax': 883, 'class': 'car', 'class_id': 0}",,
243.jpg,motorcycle,"{'xmin': 1738, 'ymin': 750, 'xmax': 1919, 'ymax': 1048, 'class': 'motorcycle', 'class_id': 4}",,
243.jpg,car,"{'xmin': 1656, 'ymin': 532, 'xmax': 1918, 'ymax': 741, 'class': 'car', 'class_id': 0}",,
243.jpg,motorcycle,"{'xmin': 1416, 'ymin': 557, 'xmax': 1536, 'ymax': 662, 'class': 'motorcycle', 'class_id': 4}",,
243.jpg,scooter,"{'xmin': 1542, 'ymin': 580, 'xmax': 1664, 'ymax': 711, 'class': 'scooter', 'class_id': 6}",,
243.jpg,scooter,"{'xmin': 963, 'ymin': 632, 'xmax': 1086, 'ymax': 814, 'class': 'scooter', 'class_id': 6}",,
2430.jpg,autorickshaw,"{'xmin': 1, 'ymin': 529, 'xmax': 183, 'ymax': 880, 'class': 'autorickshaw', 'class_id': 5}",,
2430.jpg,scooter,"{'xmin': 820, 'ymin': 640, 'xmax': 907, 'ymax': 775, 'class': 'scooter', 'class_id': 6}",,
2430.jpg,autorickshaw,"{'xmin': 659, 'ymin': 561, 'xmax': 803, 'ymax': 731, 'class': 'autorickshaw', 'class_id': 5}",,
2430.jpg,scooter,"{'xmin': 566, 'ymin': 623, 'xmax': 655, 'ymax': 765, 'class': 'scooter', 'class_id': 6}",,
2430.jpg,autorickshaw,"{'xmin': 966, 'ymin': 539, 'xmax': 1120, 'ymax': 737, 'class': 'autorickshaw', 'class_id': 5}",,
2431.jpg,car,"{'xmin': 1216, 'ymin': 574, 'xmax': 1563, 'ymax': 786, 'class': 'car', 'class_id': 0}",,
2431.jpg,scooter,"{'xmin': 1119, 'ymin': 627, 'xmax': 1244, 'ymax': 866, 'class': 'scooter', 'class_id': 6}",,
2431.jpg,car,"{'xmin': 463, 'ymin': 561, 'xmax': 678, 'ymax': 730, 'class': 'car', 'class_id': 0}",,
2431.jpg,car,"{'xmin': 1, 'ymin': 578, 'xmax': 475, 'ymax': 955, 'class': 'car', 'class_id': 0}",,
2431.jpg,mini-bus,"{'xmin': 1400, 'ymin': 464, 'xmax': 1919, 'ymax': 759, 'class': 'mini-bus', 'class_id': 3}",,
2431.jpg,car,"{'xmin': 679, 'ymin': 517, 'xmax': 949, 'ymax': 792, 'class': 'car', 'class_id': 0}",,
2432.jpg,car,"{'xmin': 1387, 'ymin': 461, 'xmax': 1920, 'ymax': 949, 'class': 'car', 'class_id': 0}",,
2432.jpg,truck,"{'xmin': 1043, 'ymin': 369, 'xmax': 1195, 'ymax': 517, 'class': 'truck', 'class_id': 1}",,
2433.jpg,motorcycle,"{'xmin': 0, 'ymin': 604, 'xmax': 184, 'ymax': 772, 'class': 'motorcycle', 'class_id': 4}",,
2433.jpg,car,"{'xmin': 306, 'ymin': 617, 'xmax': 626, 'ymax': 837, 'class': 'car', 'class_id': 0}",,
2433.jpg,motorcycle,"{'xmin': 766, 'ymin': 683, 'xmax': 919, 'ymax': 918, 'class': 'motorcycle', 'class_id': 4}",,
2433.jpg,car,"{'xmin': 1578, 'ymin': 661, 'xmax': 1867, 'ymax': 829, 'class': 'car', 'class_id': 0}",,
2433.jpg,car,"{'xmin': 903, 'ymin': 631, 'xmax': 1074, 'ymax': 765, 'class': 'car', 'class_id': 0}",,
2433.jpg,truck,"{'xmin': 1013, 'ymin': 537, 'xmax': 1127, 'ymax': 692, 'class': 'truck', 'class_id': 1}",,
2433.jpg,car,"{'xmin': 1126, 'ymin': 656, 'xmax': 1511, 'ymax': 979, 'class': 'car', 'class_id': 0}",,
2433.jpg,scooter,"{'xmin': 1808, 'ymin': 720, 'xmax': 1916, 'ymax': 894, 'class': 'scooter', 'class_id': 6}",,
2434.jpg,motorcycle,"{'xmin': 1, 'ymin': 600, 'xmax': 95, 'ymax': 824, 'class': 'motorcycle', 'class_id': 4}",,
2434.jpg,scooter,"{'xmin': 861, 'ymin': 596, 'xmax': 945, 'ymax': 736, 'class': 'scooter', 'class_id': 6}",,
2434.jpg,scooter,"{'xmin': 189, 'ymin': 552, 'xmax': 292, 'ymax': 676, 'class': 'scooter', 'class_id': 6}",,
2434.jpg,car,"{'xmin': 496, 'ymin': 573, 'xmax': 750, 'ymax': 778, 'class': 'car', 'class_id': 0}",,
2434.jpg,scooter,"{'xmin': 1521, 'ymin': 634, 'xmax': 1607, 'ymax': 737, 'class': 'scooter', 'class_id': 6}",,
2434.jpg,motorcycle,"{'xmin': 50, 'ymin': 590, 'xmax': 143, 'ymax': 699, 'class': 'motorcycle', 'class_id': 4}",,
2434.jpg,autorickshaw,"{'xmin': 1724, 'ymin': 607, 'xmax': 1921, 'ymax': 743, 'class': 'autorickshaw', 'class_id': 5}",,
2436.jpg,car,"{'xmin': 1479, 'ymin': 599, 'xmax': 1776, 'ymax': 788, 'class': 'car', 'class_id': 0}",,
2437.jpg,autorickshaw,"{'xmin': 467, 'ymin': 448, 'xmax': 546, 'ymax': 505, 'class': 'autorickshaw', 'class_id': 5}",,
2437.jpg,car,"{'xmin': 1151, 'ymin': 461, 'xmax': 1329, 'ymax': 576, 'class': 'car', 'class_id': 0}",,
2437.jpg,car,"{'xmin': 724, 'ymin': 488, 'xmax': 1096, 'ymax': 819, 'class': 'car', 'class_id': 0}",,
2437.jpg,autorickshaw,"{'xmin': 721, 'ymin': 445, 'xmax': 785, 'ymax': 523, 'class': 'autorickshaw', 'class_id': 5}",,
2437.jpg,car,"{'xmin': 782, 'ymin': 446, 'xmax': 846, 'ymax': 511, 'class': 'car', 'class_id': 0}",,
2437.jpg,autorickshaw,"{'xmin': 667, 'ymin': 445, 'xmax': 701, 'ymax': 491, 'class': 'autorickshaw', 'class_id': 5}",,
2437.jpg,car,"{'xmin': 1258, 'ymin': 465, 'xmax': 1391, 'ymax': 562, 'class': 'car', 'class_id': 0}",,
2437.jpg,car,"{'xmin': 0, 'ymin': 512, 'xmax': 628, 'ymax': 1080, 'class': 'car', 'class_id': 0}",,
2437.jpg,scooter,"{'xmin': 1386, 'ymin': 501, 'xmax': 1492, 'ymax': 625, 'class': 'scooter', 'class_id': 6}",,
2437.jpg,autorickshaw,"{'xmin': 591, 'ymin': 446, 'xmax': 659, 'ymax': 508, 'class': 'autorickshaw', 'class_id': 5}",,
2438.jpg,car,"{'xmin': 1119, 'ymin': 582, 'xmax': 1301, 'ymax': 700, 'class': 'car', 'class_id': 0}",,
2438.jpg,car,"{'xmin': 650, 'ymin': 544, 'xmax': 782, 'ymax': 640, 'class': 'car', 'class_id': 0}",,
2438.jpg,autorickshaw,"{'xmin': 69, 'ymin': 560, 'xmax': 311, 'ymax': 795, 'class': 'autorickshaw', 'class_id': 5}",,
2438.jpg,autorickshaw,"{'xmin': 266, 'ymin': 566, 'xmax': 707, 'ymax': 1062, 'class': 'autorickshaw', 'class_id': 5}",,
244.jpg,car,"{'xmin': 0, 'ymin': 393, 'xmax': 203, 'ymax': 587, 'class': 'car', 'class_id': 0}",,
244.jpg,car,"{'xmin': 589, 'ymin': 337, 'xmax': 639, 'ymax': 379, 'class': 'car', 'class_id': 0}",,
244.jpg,car,"{'xmin': 742, 'ymin': 327, 'xmax': 852, 'ymax': 416, 'class': 'car', 'class_id': 0}",,
244.jpg,scooter,"{'xmin': 246, 'ymin': 374, 'xmax': 357, 'ymax': 472, 'class': 'scooter', 'class_id': 6}",,
244.jpg,car,"{'xmin': 443, 'ymin': 341, 'xmax': 575, 'ymax': 428, 'class': 'car', 'class_id': 0}",,
244.jpg,car,"{'xmin': 1192, 'ymin': 501, 'xmax': 1280, 'ymax': 720, 'class': 'car', 'class_id': 0}",,
2441.jpg,scooter,"{'xmin': 583, 'ymin': 637, 'xmax': 730, 'ymax': 798, 'class': 'scooter', 'class_id': 6}",,
2441.jpg,scooter,"{'xmin': 861, 'ymin': 627, 'xmax': 949, 'ymax': 768, 'class': 'scooter', 'class_id': 6}",,
2441.jpg,car,"{'xmin': 597, 'ymin': 523, 'xmax': 835, 'ymax': 744, 'class': 'car', 'class_id': 0}",,
2441.jpg,motorcycle,"{'xmin': 1278, 'ymin': 619, 'xmax': 1363, 'ymax': 730, 'class': 'motorcycle', 'class_id': 4}",,
2441.jpg,motorcycle,"{'xmin': 1466, 'ymin': 690, 'xmax': 1716, 'ymax': 1011, 'class': 'motorcycle', 'class_id': 4}",,
2443.jpg,car,"{'xmin': 677, 'ymin': 551, 'xmax': 1043, 'ymax': 910, 'class': 'car', 'class_id': 0}",,
2443.jpg,car,"{'xmin': 1135, 'ymin': 582, 'xmax': 1612, 'ymax': 922, 'class': 'car', 'class_id': 0}",,
2443.jpg,mini-bus,"{'xmin': 1038, 'ymin': 472, 'xmax': 1271, 'ymax': 739, 'class': 'mini-bus', 'class_id': 3}",,
2444.jpg,car,"{'xmin': 262, 'ymin': 360, 'xmax': 480, 'ymax': 529, 'class': 'car', 'class_id': 0}",,
2444.jpg,car,"{'xmin': 578, 'ymin': 344, 'xmax': 654, 'ymax': 416, 'class': 'car', 'class_id': 0}",,
2445.jpg,car,"{'xmin': 1114, 'ymin': 587, 'xmax': 1196, 'ymax': 648, 'class': 'car', 'class_id': 0}",,
2445.jpg,car,"{'xmin': 1393, 'ymin': 596, 'xmax': 1814, 'ymax': 861, 'class': 'car', 'class_id': 0}",,
2445.jpg,car,"{'xmin': 970, 'ymin': 565, 'xmax': 1058, 'ymax': 664, 'class': 'car', 'class_id': 0}",,
2445.jpg,scooter,"{'xmin': 1279, 'ymin': 600, 'xmax': 1321, 'ymax': 671, 'class': 'scooter', 'class_id': 6}",,
2445.jpg,motorcycle,"{'xmin': 501, 'ymin': 683, 'xmax': 707, 'ymax': 1001, 'class': 'motorcycle', 'class_id': 4}",,
2446.jpg,car,"{'xmin': 1239, 'ymin': 667, 'xmax': 1573, 'ymax': 962, 'class': 'car', 'class_id': 0}",,
2446.jpg,truck,"{'xmin': 1134, 'ymin': 546, 'xmax': 1269, 'ymax': 709, 'class': 'truck', 'class_id': 1}",,
2446.jpg,bus,"{'xmin': 1511, 'ymin': 490, 'xmax': 1917, 'ymax': 860, 'class': 'bus', 'class_id': 2}",,
2446.jpg,car,"{'xmin': 1017, 'ymin': 637, 'xmax': 1159, 'ymax': 760, 'class': 'car', 'class_id': 0}",,
2446.jpg,motorcycle,"{'xmin': 890, 'ymin': 680, 'xmax': 1008, 'ymax': 892, 'class': 'motorcycle', 'class_id': 4}",,
2448.jpg,motorcycle,"{'xmin': 735, 'ymin': 679, 'xmax': 1009, 'ymax': 952, 'class': 'motorcycle', 'class_id': 4}",,
2448.jpg,motorcycle,"{'xmin': 1, 'ymin': 786, 'xmax': 123, 'ymax': 1067, 'class': 'motorcycle', 'class_id': 4}",,
2448.jpg,autorickshaw,"{'xmin': 1452, 'ymin': 528, 'xmax': 1920, 'ymax': 1080, 'class': 'autorickshaw', 'class_id': 5}",,
2448.jpg,scooter,"{'xmin': 1072, 'ymin': 657, 'xmax': 1324, 'ymax': 996, 'class': 'scooter', 'class_id': 6}",,
2448.jpg,motorcycle,"{'xmin': 474, 'ymin': 645, 'xmax': 610, 'ymax': 862, 'class': 'motorcycle', 'class_id': 4}",,
2448.jpg,scooter,"{'xmin': 136, 'ymin': 694, 'xmax': 234, 'ymax': 802, 'class': 'scooter', 'class_id': 6}",,
2448.jpg,motorcycle,"{'xmin': 973, 'ymin': 663, 'xmax': 1086, 'ymax': 840, 'class': 'motorcycle', 'class_id': 4}",,
2448.jpg,scooter,"{'xmin': 1253, 'ymin': 661, 'xmax': 1426, 'ymax': 922, 'class': 'scooter', 'class_id': 6}",,
2448.jpg,autorickshaw,"{'xmin': 551, 'ymin': 583, 'xmax': 725, 'ymax': 785, 'class': 'autorickshaw', 'class_id': 5}",,
2449.jpg,car,"{'xmin': 1012, 'ymin': 671, 'xmax': 1367, 'ymax': 981, 'class': 'car', 'class_id': 0}",,
2449.jpg,motorcycle,"{'xmin': 1405, 'ymin': 762, 'xmax': 1578, 'ymax': 1008, 'class': 'motorcycle', 'class_id': 4}",,
2449.jpg,motorcycle,"{'xmin': 1, 'ymin': 764, 'xmax': 87, 'ymax': 1078, 'class': 'motorcycle', 'class_id': 4}",,
2450.jpg,scooter,"{'xmin': 634, 'ymin': 562, 'xmax': 730, 'ymax': 708, 'class': 'scooter', 'class_id': 6}",,
2450.jpg,scooter,"{'xmin': 1647, 'ymin': 546, 'xmax': 1755, 'ymax': 713, 'class': 'scooter', 'class_id': 6}",,
2450.jpg,motorcycle,"{'xmin': 1, 'ymin': 686, 'xmax': 533, 'ymax': 1079, 'class': 'motorcycle', 'class_id': 4}",,
2450.jpg,car,"{'xmin': 1229, 'ymin': 481, 'xmax': 1590, 'ymax': 787, 'class': 'car', 'class_id': 0}",,
2450.jpg,autorickshaw,"{'xmin': 341, 'ymin': 488, 'xmax': 631, 'ymax': 810, 'class': 'autorickshaw', 'class_id': 5}",,
2451.jpg,motorcycle,"{'xmin': 527, 'ymin': 515, 'xmax': 575, 'ymax': 605, 'class': 'motorcycle', 'class_id': 4}",,
2451.jpg,bus,"{'xmin': 1225, 'ymin': 384, 'xmax': 1454, 'ymax': 521, 'class': 'bus', 'class_id': 2}",,
2451.jpg,car,"{'xmin': 1026, 'ymin': 474, 'xmax': 1172, 'ymax': 582, 'class': 'car', 'class_id': 0}",,
2451.jpg,car,"{'xmin': 1129, 'ymin': 474, 'xmax': 1194, 'ymax': 540, 'class': 'car', 'class_id': 0}",,
2451.jpg,car,"{'xmin': 771, 'ymin': 469, 'xmax': 818, 'ymax': 513, 'class': 'car', 'class_id': 0}",,
2451.jpg,scooter,"{'xmin': 480, 'ymin': 497, 'xmax': 539, 'ymax': 632, 'class': 'scooter', 'class_id': 6}",,
2453.jpg,scooter,"{'xmin': 1478, 'ymin': 474, 'xmax': 1656, 'ymax': 595, 'class': 'scooter', 'class_id': 6}",,
2453.jpg,car,"{'xmin': 1, 'ymin': 526, 'xmax': 152, 'ymax': 897, 'class': 'car', 'class_id': 0}",,
2453.jpg,car,"{'xmin': 294, 'ymin': 451, 'xmax': 369, 'ymax': 500, 'class': 'car', 'class_id': 0}",,
2453.jpg,car,"{'xmin': 371, 'ymin': 451, 'xmax': 441, 'ymax': 492, 'class': 'car', 'class_id': 0}",,
2453.jpg,motorcycle,"{'xmin': 518, 'ymin': 477, 'xmax': 575, 'ymax': 520, 'class': 'motorcycle', 'class_id': 4}",,
2453.jpg,car,"{'xmin': 525, 'ymin': 449, 'xmax': 641, 'ymax': 516, 'class': 'car', 'class_id': 0}",,
2453.jpg,scooter,"{'xmin': 844, 'ymin': 479, 'xmax': 936, 'ymax': 543, 'class': 'scooter', 'class_id': 6}",,
2453.jpg,autorickshaw,"{'xmin': 1046, 'ymin': 437, 'xmax': 1260, 'ymax': 600, 'class': 'autorickshaw', 'class_id': 5}",,
2453.jpg,bus,"{'xmin': 1576, 'ymin': 354, 'xmax': 1920, 'ymax': 523, 'class': 'bus', 'class_id': 2}",,
2454.jpg,car,"{'xmin': 1, 'ymin': 503, 'xmax': 256, 'ymax': 813, 'class': 'car', 'class_id': 0}",,
2454.jpg,car,"{'xmin': 261, 'ymin': 424, 'xmax': 1356, 'ymax': 1077, 'class': 'car', 'class_id': 0}",,
2455.jpg,autorickshaw,"{'xmin': 1209, 'ymin': 550, 'xmax': 1601, 'ymax': 961, 'class': 'autorickshaw', 'class_id': 5}",,
2455.jpg,car,"{'xmin': 332, 'ymin': 575, 'xmax': 559, 'ymax': 684, 'class': 'car', 'class_id': 0}",,
2455.jpg,car,"{'xmin': 1680, 'ymin': 956, 'xmax': 1920, 'ymax': 1080, 'class': 'car', 'class_id': 0}",,
2455.jpg,bus,"{'xmin': 897, 'ymin': 292, 'xmax': 1328, 'ymax': 770, 'class': 'bus', 'class_id': 2}",,
2455.jpg,car,"{'xmin': 655, 'ymin': 544, 'xmax': 1274, 'ymax': 1074, 'class': 'car', 'class_id': 0}",,
2457.jpg,scooter,"{'xmin': 830, 'ymin': 514, 'xmax': 917, 'ymax': 664, 'class': 'scooter', 'class_id': 6}",,
2457.jpg,motorcycle,"{'xmin': 990, 'ymin': 523, 'xmax': 1075, 'ymax': 662, 'class': 'motorcycle', 'class_id': 4}",,
2457.jpg,autorickshaw,"{'xmin': 1280, 'ymin': 435, 'xmax': 1684, 'ymax': 889, 'class': 'autorickshaw', 'class_id': 5}",,
2459.jpg,motorcycle,"{'xmin': 684, 'ymin': 616, 'xmax': 790, 'ymax': 747, 'class': 'motorcycle', 'class_id': 4}",,
2459.jpg,autorickshaw,"{'xmin': 1300, 'ymin': 565, 'xmax': 1711, 'ymax': 1032, 'class': 'autorickshaw', 'class_id': 5}",,
2459.jpg,motorcycle,"{'xmin': 463, 'ymin': 653, 'xmax': 609, 'ymax': 798, 'class': 'motorcycle', 'class_id': 4}",,
2459.jpg,autorickshaw,"{'xmin': 919, 'ymin': 571, 'xmax': 1071, 'ymax': 758, 'class': 'autorickshaw', 'class_id': 5}",,
246.jpg,motorcycle,"{'xmin': 637, 'ymin': 596, 'xmax': 751, 'ymax': 807, 'class': 'motorcycle', 'class_id': 4}",,
246.jpg,car,"{'xmin': 1302, 'ymin': 542, 'xmax': 1593, 'ymax': 725, 'class': 'car', 'class_id': 0}",,
246.jpg,car,"{'xmin': 1365, 'ymin': 581, 'xmax': 1921, 'ymax': 1080, 'class': 'car', 'class_id': 0}",,
246.jpg,car,"{'xmin': 806, 'ymin': 577, 'xmax': 1034, 'ymax': 776, 'class': 'car', 'class_id': 0}",,
246.jpg,car,"{'xmin': 1044, 'ymin': 552, 'xmax': 1293, 'ymax': 735, 'class': 'car', 'class_id': 0}",,
246.jpg,car,"{'xmin': 955, 'ymin': 566, 'xmax': 1067, 'ymax': 670, 'class': 'car', 'class_id': 0}",,
2460.jpg,autorickshaw,"{'xmin': 294, 'ymin': 340, 'xmax': 539, 'ymax': 614, 'class': 'autorickshaw', 'class_id': 5}",,
2460.jpg,autorickshaw,"{'xmin': 0, 'ymin': 342, 'xmax': 229, 'ymax': 560, 'class': 'autorickshaw', 'class_id': 5}",,
2460.jpg,autorickshaw,"{'xmin': 1109, 'ymin': 343, 'xmax': 1276, 'ymax': 433, 'class': 'autorickshaw', 'class_id': 5}",,
2463.jpg,car,"{'xmin': 1610, 'ymin': 488, 'xmax': 1907, 'ymax': 601, 'class': 'car', 'class_id': 0}",,
2463.jpg,scooter,"{'xmin': 906, 'ymin': 571, 'xmax': 1058, 'ymax': 786, 'class': 'scooter', 'class_id': 6}",,
2463.jpg,autorickshaw,"{'xmin': 5, 'ymin': 485, 'xmax': 548, 'ymax': 924, 'class': 'autorickshaw', 'class_id': 5}",,
2463.jpg,motorcycle,"{'xmin': 1833, 'ymin': 545, 'xmax': 1916, 'ymax': 671, 'class': 'motorcycle', 'class_id': 4}",,
2465.jpg,motorcycle,"{'xmin': 1, 'ymin': 514, 'xmax': 232, 'ymax': 719, 'class': 'motorcycle', 'class_id': 4}",,
2465.jpg,scooter,"{'xmin': 1196, 'ymin': 402, 'xmax': 1280, 'ymax': 467, 'class': 'scooter', 'class_id': 6}",,
2465.jpg,car,"{'xmin': 800, 'ymin': 340, 'xmax': 850, 'ymax': 401, 'class': 'car', 'class_id': 0}",,
2465.jpg,autorickshaw,"{'xmin': 199, 'ymin': 340, 'xmax': 498, 'ymax': 642, 'class': 'autorickshaw', 'class_id': 5}",,
2465.jpg,autorickshaw,"{'xmin': 559, 'ymin': 339, 'xmax': 764, 'ymax': 606, 'class': 'autorickshaw', 'class_id': 5}",,
2466.jpg,motorcycle,"{'xmin': 604, 'ymin': 652, 'xmax': 708, 'ymax': 792, 'class': 'motorcycle', 'class_id': 4}",,
2466.jpg,motorcycle,"{'xmin': 457, 'ymin': 649, 'xmax': 570, 'ymax': 813, 'class': 'motorcycle', 'class_id': 4}",,
2466.jpg,car,"{'xmin': 1383, 'ymin': 560, 'xmax': 1920, 'ymax': 987, 'class': 'car', 'class_id': 0}",,
2466.jpg,motorcycle,"{'xmin': 1217, 'ymin': 684, 'xmax': 1442, 'ymax': 1041, 'class': 'motorcycle', 'class_id': 4}",,
2466.jpg,autorickshaw,"{'xmin': 765, 'ymin': 524, 'xmax': 1099, 'ymax': 931, 'class': 'autorickshaw', 'class_id': 5}",,
2466.jpg,car,"{'xmin': 1066, 'ymin': 598, 'xmax': 1241, 'ymax': 739, 'class': 'car', 'class_id': 0}",,
2466.jpg,scooter,"{'xmin': 1105, 'ymin': 634, 'xmax': 1210, 'ymax': 820, 'class': 'scooter', 'class_id': 6}",,
2466.jpg,car,"{'xmin': 1, 'ymin': 645, 'xmax': 245, 'ymax': 978, 'class': 'car', 'class_id': 0}",,
2466.jpg,car,"{'xmin': 5, 'ymin': 633, 'xmax': 317, 'ymax': 822, 'class': 'car', 'class_id': 0}",,
2466.jpg,car,"{'xmin': 321, 'ymin': 568, 'xmax': 610, 'ymax': 779, 'class': 'car', 'class_id': 0}",,
2466.jpg,bus,"{'xmin': 1, 'ymin': 446, 'xmax': 557, 'ymax': 760, 'class': 'bus', 'class_id': 2}",,
2467.jpg,motorcycle,"{'xmin': 902, 'ymin': 644, 'xmax': 1025, 'ymax': 872, 'class': 'motorcycle', 'class_id': 4}",,
2467.jpg,autorickshaw,"{'xmin': 1278, 'ymin': 507, 'xmax': 1919, 'ymax': 1080, 'class': 'autorickshaw', 'class_id': 5}",,
2467.jpg,car,"{'xmin': 660, 'ymin': 581, 'xmax': 845, 'ymax': 709, 'class': 'car', 'class_id': 0}",,
2467.jpg,truck,"{'xmin': 1, 'ymin': 521, 'xmax': 574, 'ymax': 1078, 'class': 'truck', 'class_id': 1}",,
2467.jpg,autorickshaw,"{'xmin': 1091, 'ymin': 565, 'xmax': 1206, 'ymax': 695, 'class': 'autorickshaw', 'class_id': 5}",,
247.jpg,motorcycle,"{'xmin': 1157, 'ymin': 649, 'xmax': 1286, 'ymax': 852, 'class': 'motorcycle', 'class_id': 4}",,
247.jpg,motorcycle,"{'xmin': 573, 'ymin': 588, 'xmax': 722, 'ymax': 729, 'class': 'motorcycle', 'class_id': 4}",,
247.jpg,motorcycle,"{'xmin': 1786, 'ymin': 836, 'xmax': 1920, 'ymax': 1080, 'class': 'motorcycle', 'class_id': 4}",,
247.jpg,motorcycle,"{'xmin': 457, 'ymin': 617, 'xmax': 579, 'ymax': 838, 'class': 'motorcycle', 'class_id': 4}",,
247.jpg,autorickshaw,"{'xmin': 1000, 'ymin': 551, 'xmax': 1169, 'ymax': 762, 'class': 'autorickshaw', 'class_id': 5}",,
247.jpg,autorickshaw,"{'xmin': 1361, 'ymin': 549, 'xmax': 1773, 'ymax': 1010, 'class': 'autorickshaw', 'class_id': 5}",,
2471.jpg,mini-bus,"{'xmin': 796, 'ymin': 384, 'xmax': 973, 'ymax': 608, 'class': 'mini-bus', 'class_id': 3}",,
2471.jpg,car,"{'xmin': 986, 'ymin': 470, 'xmax': 1084, 'ymax': 549, 'class': 'car', 'class_id': 0}",,
2471.jpg,car,"{'xmin': 1354, 'ymin': 549, 'xmax': 1920, 'ymax': 1080, 'class': 'car', 'class_id': 0}",,
2471.jpg,car,"{'xmin': 555, 'ymin': 474, 'xmax': 713, 'ymax': 588, 'class': 'car', 'class_id': 0}",,
